Section Title,Nested Content
5. Responsibilities of the producer.,"creating awareness through media, publications, advertisements, posters, or by any other means of communication and product user documentation accompanying the equipment, with regard to -, information on address, e-mail address, toll-free telephone numbers or helpline numbers and web site;, information on hazardous constituents as specified in sub-rule 1 of rule 16 in electrical and electronic equipment;, information on hazards of improper handling, disposal, accidental breakage, damage or improper recycling of e-waste;, instructions for handling and disposal of the equipment after its use, along with the Do's and Don'ts;, affixing a visible, legible and indelible symbol given below on the products or product user documentation to prevent e-waste from being dropped in garbage bins containing waste destined for disposal;, means and mechanism available for their consumers to return e-waste for recycling including the details of Deposit Refund Scheme, if applicable;"
5. Responsibilities of the producer.,"the producer shall opt to implement Extended Producer Responsibility individually or collectively. In individual producer responsibility, producer may set up his own collection centre or implement take back system or both to meet Extended Producer Responsibility. In collective system, producers may tie-up as a member with a Producer Responsibility Organisation or with e-waste exchange or both. It shall be mandatory upon on the individual producer in every case to seek Extended Producer Responsibility - Authorisation from Central Pollution Control Board in accordance with the Form-1 and the procedure laid down in sub-rule (1) of rule 13;"
5. Responsibilities of the producer.,"to provide information on the implementation of Deposit Refund Scheme to ensure collection of end-of-life products and their channelisation to authorised dismantlers or recyclers, if such scheme is included in the Extended Producer Responsibility Plan., Provided that the producer shall refund the deposit amount that has been taken from the consumer or bulk consumer at the time of sale, along with interest at the prevalent rate for the period of the deposit at the time of take back of the end-of-life product;"
5. Responsibilities of the producer.,the import of electrical and electronic equipment shall be allowed only to producers having Extended Producer Responsibility authorisation;
5. Responsibilities of the producer.,maintaining records in Form-2 of the e-waste handled and make such records available for scrutiny by the Central Pollution Control Board or the concerned State Pollution Control Board;
5. Responsibilities of the producer.,"filing annual returns in Form-3, to the Central Pollution Control Board on or before the 30th day of June following the financial year to which that return relates. In case of the Producer with multiple offices in a State, one annual return combining information from all the offices shall be filed;"
5. Responsibilities of the producer.,"the Producer shall apply to the Central Pollution Control Board for authorisation in Form 1, which shall thereafter grant the Extended Producer Responsibility - Authorisation in Form 1(aa)."
5. Responsibilities of the producer.,"Operation without Extended Producer Responsibility-Authorisation by any producer, as defined in this rule, shall be considered as causing damage to the environment."
6. Responsibilities of collection centres.,"collect e-waste on behalf of producer or dismantler or recycler or refurbisher including those arising from orphaned products;, Provided the collection centres established by producer can also collect e-waste on behalf of dismantler, refurbisher and recycler including those arising from orphaned products, ensure that the facilities are in accordance with the standards or guidelines issued by Central Pollution Control Board from time to time;, ensure that the e-waste collected by them is stored in a secured manner till it is sent to authorised dismantler or recycler as the case may be;, ensure that no damage is caused to the environment during storage and transportation of e-waste;, maintain records in Form-2 of the e-waste handled as per the guidelines of Central Pollution Control Board and make such records available for scrutiny by the Central Pollution Control Board or the concerned State Pollution Control Board as and when asked for."
6. Responsibilities of collection centres.,"collect e-waste on behalf of producer or dismantler or recycler or refurbisher including those arising from orphaned products;, Provided the collection centres established by producer can also collect e-waste on behalf of dismantler, refurbisher and recycler including those arising from orphaned products"
6. Responsibilities of collection centres.,ensure that the facilities are in accordance with the standards or guidelines issued by Central Pollution Control Board from time to time;
6. Responsibilities of collection centres.,ensure that the e-waste collected by them is stored in a secured manner till it is sent to authorised dismantler or recycler as the case may be;
6. Responsibilities of collection centres.,ensure that no damage is caused to the environment during storage and transportation of e-waste;
6. Responsibilities of collection centres.,maintain records in Form-2 of the e-waste handled as per the guidelines of Central Pollution Control Board and make such records available for scrutiny by the Central Pollution Control Board or the concerned State Pollution Control Board as and when asked for.
7. Responsibilities of dealers.,"in the case the dealer has been given the responsibility of collection on behalf of the producer, the dealer shall collect the e-waste by providing the consumer a box, bin or a demarcated area to deposit e-waste, or through take back system and send the e-waste so collected to collection centre or dismantler or recycler as designated by producer;, the dealer or retailer or e-retailer shall refund the amount as per take back system or Deposit Refund Scheme of the producer to the depositor of e-waste;, every dealer shall ensure that the e-waste thus generated is safely transported to authorised dismantlers or recyclers;, ensure that no damage is caused to the environment during storage and transportation of e-waste."
7. Responsibilities of dealers.,"in the case the dealer has been given the responsibility of collection on behalf of the producer, the dealer shall collect the e-waste by providing the consumer a box, bin or a demarcated area to deposit e-waste, or through take back system and send the e-waste so collected to collection centre or dismantler or recycler as designated by producer;"
7. Responsibilities of dealers.,the dealer or retailer or e-retailer shall refund the amount as per take back system or Deposit Refund Scheme of the producer to the depositor of e-waste;
7. Responsibilities of dealers.,every dealer shall ensure that the e-waste thus generated is safely transported to authorised dismantlers or recyclers;
7. Responsibilities of dealers.,ensure that no damage is caused to the environment during storage and transportation of e-waste.
8. Responsibilities of the refurbisher.,"collect e-waste generated during the process of refurbishing and channelise the waste to authorised dismantler or recycler through its collection centre;, make an application in Form 1(a) in accordance with the procedure laid down in sub-rule (4) of rule 13 to the concerned State Pollution Control Board for grant of one time authorisation;, the concerned State Pollution Control Board shall authorise the Refurbisher on one time basis as per Form 1 (bb) and authorisation would be deemed as considered if not objected to within a period of thirty days;, the authorised Refurbisher shall be required to submit details of e-waste generated to the concerned State Pollution Control Board on yearly basis;, ensure that no damage is caused to the environment during storage and transportation of e-waste;, ensure that the refurbishing process do not have any adverse effect on the health and the environment;, ensure that the e-waste thus generated is safely transported to authorised collection centres or dismantlers or recyclers;, file annual returns in Form-3 to the concerned State Pollution Control Board, on or before the 30th day of June following the financial year to which that return relates;, maintain records of the e-waste handled in Form-2 and such records should be available for scrutiny by the appropriate authority."
8. Responsibilities of the refurbisher.,collect e-waste generated during the process of refurbishing and channelise the waste to authorised dismantler or recycler through its collection centre;
8. Responsibilities of the refurbisher.,"make an application in Form 1(a) in accordance with the procedure laid down in sub-rule (4) of rule 13 to the concerned State Pollution Control Board for grant of one time authorisation;, the concerned State Pollution Control Board shall authorise the Refurbisher on one time basis as per Form 1 (bb) and authorisation would be deemed as considered if not objected to within a period of thirty days;, the authorised Refurbisher shall be required to submit details of e-waste generated to the concerned State Pollution Control Board on yearly basis;"
8. Responsibilities of the refurbisher.,the concerned State Pollution Control Board shall authorise the Refurbisher on one time basis as per Form 1 (bb) and authorisation would be deemed as considered if not objected to within a period of thirty days;
8. Responsibilities of the refurbisher.,the authorised Refurbisher shall be required to submit details of e-waste generated to the concerned State Pollution Control Board on yearly basis;
8. Responsibilities of the refurbisher.,ensure that no damage is caused to the environment during storage and transportation of e-waste;
8. Responsibilities of the refurbisher.,ensure that the refurbishing process do not have any adverse effect on the health and the environment;
8. Responsibilities of the refurbisher.,ensure that the e-waste thus generated is safely transported to authorised collection centres or dismantlers or recyclers;
8. Responsibilities of the refurbisher.,"file annual returns in Form-3 to the concerned State Pollution Control Board, on or before the 30th day of June following the financial year to which that return relates;"
8. Responsibilities of the refurbisher.,maintain records of the e-waste handled in Form-2 and such records should be available for scrutiny by the appropriate authority.
9. Responsibilities of consumer or bulk consumer.,"consumers or bulk consumers of electrical and electronic equipment listed in Schedule I shall ensure that e-waste generated by them is channelised through collection centre or dealer of authorised producer or dismantler or recycler or through the designated take back service provider of the producer to authorised dismantler or recycler;, bulk consumers of electrical and electronic equipment listed in Schedule I shall maintain records of e-waste generated by them in Form-2 and make such records available for scrutiny by the concerned State Pollution Control Board;, consumers or bulk consumers of electrical and electronic equipment listed in Schedule I shall ensure that such end-of-life electrical and electronic equipment are not admixed with e-waste containing radioactive material as covered under the provisions of the Atomic Energy Act, 1962 (33 of 1962) and rules made there under;, bulk consumers of electrical and electronic equipment listed in Schedule I shall file annual returns in Form-3, to the concerned State Pollution Control Board on or before the 30th day of June following the financial year to which that return relates. In case of the bulk consumer with multiple offices in a State, one annual return combining information from all the offices shall be filed to the concerned State Pollution Control Board on or before the 30th day of June following the financial year to which that return relates"
9. Responsibilities of consumer or bulk consumer.,consumers or bulk consumers of electrical and electronic equipment listed in Schedule I shall ensure that e-waste generated by them is channelised through collection centre or dealer of authorised producer or dismantler or recycler or through the designated take back service provider of the producer to authorised dismantler or recycler;
9. Responsibilities of consumer or bulk consumer.,bulk consumers of electrical and electronic equipment listed in Schedule I shall maintain records of e-waste generated by them in Form-2 and make such records available for scrutiny by the concerned State Pollution Control Board;
9. Responsibilities of consumer or bulk consumer.,"consumers or bulk consumers of electrical and electronic equipment listed in Schedule I shall ensure that such end-of-life electrical and electronic equipment are not admixed with e-waste containing radioactive material as covered under the provisions of the Atomic Energy Act, 1962 (33 of 1962) and rules made there under;"
9. Responsibilities of consumer or bulk consumer.,"bulk consumers of electrical and electronic equipment listed in Schedule I shall file annual returns in Form-3, to the concerned State Pollution Control Board on or before the 30th day of June following the financial year to which that return relates. In case of the bulk consumer with multiple offices in a State, one annual return combining information from all the offices shall be filed to the concerned State Pollution Control Board on or before the 30th day of June following the financial year to which that return relates"
10. Responsibilities of the dismantler.,"ensure that the facility and dismantling processes are in accordance with the standards or guidelines prescribed by Central Pollution Control Board from time to time;, obtain authorisation from the concerned State Pollution Control Board in accordance with the procedure under sub-rule (3) of rule 13;, ensure that no damage is caused to the environment during storage and transportation of e-waste;, ensure that the dismantling processes do not have any adverse effect on the health and the environment;, ensure that dismantled e-waste are segregated and sent to the authorised recycling facilities for recovery of materials;, ensure that non-recyclable or non-recoverable components are sent to authorised treatment storage and disposal facilities;, maintain record of e-waste collected, dismantled and sent to authorised recycler in Form-2 and make such record available for scrutiny by the Central Pollution Control Board or the concerned State Pollution Control Board;, file a return in Form-3, to the concerned State Pollution Control Board as the case may be, on or before 30th day of June following the financial year to which that return relates;, not process any e-waste for recovery or refining of materials, unless he is authorised with concerned State Pollution Control Board as a recycler for refining and recovery of materials;, operation without Authorisation by any dismantler, as defined in this rule, shall be considered as causing damage to the environment."
10. Responsibilities of the dismantler.,ensure that the facility and dismantling processes are in accordance with the standards or guidelines prescribed by Central Pollution Control Board from time to time;
10. Responsibilities of the dismantler.,obtain authorisation from the concerned State Pollution Control Board in accordance with the procedure under sub-rule (3) of rule 13;
10. Responsibilities of the dismantler.,ensure that no damage is caused to the environment during storage and transportation of e-waste;
10. Responsibilities of the dismantler.,ensure that the dismantling processes do not have any adverse effect on the health and the environment;
10. Responsibilities of the dismantler.,ensure that dismantled e-waste are segregated and sent to the authorised recycling facilities for recovery of materials;
10. Responsibilities of the dismantler.,ensure that non-recyclable or non-recoverable components are sent to authorised treatment storage and disposal facilities;
10. Responsibilities of the dismantler.,"maintain record of e-waste collected, dismantled and sent to authorised recycler in Form-2 and make such record available for scrutiny by the Central Pollution Control Board or the concerned State Pollution Control Board;"
10. Responsibilities of the dismantler.,"file a return in Form-3, to the concerned State Pollution Control Board as the case may be, on or before 30th day of June following the financial year to which that return relates;"
10. Responsibilities of the dismantler.,"not process any e-waste for recovery or refining of materials, unless he is authorised with concerned State Pollution Control Board as a recycler for refining and recovery of materials;"
10. Responsibilities of the dismantler.,"operation without Authorisation by any dismantler, as defined in this rule, shall be considered as causing damage to the environment."
11. Responsibilities of the recycler.,"shall ensure that the facility and recycling processes are in accordance with the standards or guidelines prescribed by the Central Pollution Control Board from time to time;, obtain authorisation from concerned State Pollution Control Board in accordance with the procedure under the sub-rule (3) of rule 13;, ensure that no damage is caused to the environment during storage and transportation of e-waste;, ensure that the recycling processes do not have any adverse effect on the health and the environment;, make available all records to the Central Pollution Control Board or the concerned State Pollution Control Board for inspection;, ensure that the fractions or material not recycled in its facility is sent to the respective authorised recyclers;, ensure that residue generated during recycling process is disposed of in an authorised treatment storage disposal facility;, maintain record of e-waste collected, dismantled, recycled and sent to authorised recycler in Form-2 and make such record available for scrutiny by the Central Pollution Control Board or the concerned State Pollution Control Board;, file annual returns in Form-3, to the concerned State Pollution Control Board as the case may be, on or before 30th day of June following the financial year to which that return relates;, may accept waste electrical and electronic equipment or components not listed in Schedule I for recycling provided that they do not contain any radioactive material and same shall be indicated while taking the authorisation from concerned State Pollution Control Board;, operation without Authorisation by any recycler, as defined in this rule, shall be considered as causing damage to the environment."
11. Responsibilities of the recycler.,shall ensure that the facility and recycling processes are in accordance with the standards or guidelines prescribed by the Central Pollution Control Board from time to time;
11. Responsibilities of the recycler.,obtain authorisation from concerned State Pollution Control Board in accordance with the procedure under the sub-rule (3) of rule 13;
11. Responsibilities of the recycler.,ensure that no damage is caused to the environment during storage and transportation of e-waste;
11. Responsibilities of the recycler.,ensure that the recycling processes do not have any adverse effect on the health and the environment;
11. Responsibilities of the recycler.,make available all records to the Central Pollution Control Board or the concerned State Pollution Control Board for inspection;
11. Responsibilities of the recycler.,ensure that the fractions or material not recycled in its facility is sent to the respective authorised recyclers;
11. Responsibilities of the recycler.,ensure that residue generated during recycling process is disposed of in an authorised treatment storage disposal facility;
11. Responsibilities of the recycler.,"maintain record of e-waste collected, dismantled, recycled and sent to authorised recycler in Form-2 and make such record available for scrutiny by the Central Pollution Control Board or the concerned State Pollution Control Board;"
11. Responsibilities of the recycler.,"file annual returns in Form-3, to the concerned State Pollution Control Board as the case may be, on or before 30th day of June following the financial year to which that return relates;"
11. Responsibilities of the recycler.,may accept waste electrical and electronic equipment or components not listed in Schedule I for recycling provided that they do not contain any radioactive material and same shall be indicated while taking the authorisation from concerned State Pollution Control Board;
11. Responsibilities of the recycler.,"operation without Authorisation by any recycler, as defined in this rule, shall be considered as causing damage to the environment."
12. Responsibilities of State Government for environmentally sound management of E-waste.,"Department of Industry in State or any other government agency authorised in this regard by the State Government, to ensure earmarking or allocation of industrial space or shed for e-waste dismantling and recycling in the existing and upcoming industrial park, estate and industrial clusters;, Department of Labour in the State or any other government agency authorised in this regard by the State Government shall:, a. ensure recognition and registration of workers involved in dismantling and recycling;, b. assist formation of groups of such workers to facilitate setting up dismantling facilities;, c. undertake industrial skill development activities for the workers involved in dismantling and recycling;, d. undertake annual monitoring and to ensure safety & health of workers involved in dismantling and recycling;, State Government to prepare integrated plan for effective implementation of these provisions, and to submit annual report to Ministry of Environment, Forest and Climate Change."
12. Responsibilities of State Government for environmentally sound management of E-waste.,"Department of Industry in State or any other government agency authorised in this regard by the State Government, to ensure earmarking or allocation of industrial space or shed for e-waste dismantling and recycling in the existing and upcoming industrial park, estate and industrial clusters;"
12. Responsibilities of State Government for environmentally sound management of E-waste.,"Department of Labour in the State or any other government agency authorised in this regard by the State Government shall:, a. ensure recognition and registration of workers involved in dismantling and recycling;, b. assist formation of groups of such workers to facilitate setting up dismantling facilities;, c. undertake industrial skill development activities for the workers involved in dismantling and recycling;, d. undertake annual monitoring and to ensure safety & health of workers involved in dismantling and recycling;"
12. Responsibilities of State Government for environmentally sound management of E-waste.,"State Government to prepare integrated plan for effective implementation of these provisions, and to submit annual report to Ministry of Environment, Forest and Climate Change."
13. Procedure for Seeking and Grant of Authorisation.,"Extended Producer Responsibility - Authorisation of Producers. - [(i) Every producer of electrical and electronic equipment listed in Schedule I, shall make an application for Extended Producer Responsibility - Authorisation in Form-1 to Central Pollution Control Board. Targets as set by CPCB will be applicable from 1st October 2017] [Substituted by Notification No. G.S.R. 1349(E), dated 30.10.2017 (w.e.f. 23.3.2016).];, on receipt of the application complete in all respects, the Central Pollution Control Board will carry out evaluation of the Extended Producer Responsibility Plan and on being satisfied that the producer has detailed out an effective system to manage Extended Producer Responsibility in the country, shall grant Extended Producer Responsibility - Authorisation, in Form 1(aa) within a period of one hundred and twenty days. The Extended Producer Responsibility - Authorisation shall be valid for a period of five years;, This authorisation shall include among others the targeted quantity of e-waste, product code wise, to be collected during the year. The actual target for collection of e-waste for dismantling or recycling will be fixed on the basis of quantity of electrical and electronic equipment, product code wise, placed in the market in the previous years and taking into consideration the average life of the equipment. The estimated quantity of e-waste generated during the current year will be indicated by the producer and the quantity expected to be collected with the collection scheme proposed to be implemented by the producer will be indicated in the Extended Producer Responsibility plan. The Central Pollution Control Board shall fix the targets in accordance with Schedule III., the Central Pollution Control Board, after giving reasonable opportunity of being heard to the applicant shall refuse to grant Extended Producer Responsibility - Authorisation;, in the event of refusal of Extended Producer Responsibility - Authorisation by the Central Pollution Control Board, the producer will forfeit his right to put any Electrical and Electronic Equipment in the market till such time the Extended Producer Responsibility - Authorisation is granted;, the Central Pollution Control Board after grant of Extended Producer Responsibility - Authorisation shall forward the Extended Producer Responsibility Plan to respective State Pollution Control Board for monitoring;, an application for the renewal of Extended Producer Responsibility-Authorisation shall be made in Form-1 before one hundred and twenty days of its expiry to Central Pollution Control Board. The Central Pollution Control Board may renew the authorisation for a period of five years after receipt of compliance report from the concerned State Pollution Control Board which shall submit the compliance report to Central Pollution Control Board within sixty days from the date of the receipt of the application. In case of non receipt of the compliance report from the State Pollution Control Board within stipulated time period of sixty days, Central Pollution Control Board may renew the Extended Producer Responsibility-Authorisation after examining such case on merit basis, subject to no report of violation of the provisions of the Act or the rules made there under or the conditions specified in the Extended Producer Responsibility - Authorisation;, every producer of Electrical and Electronic Equipment listed in Schedule I, shall take all steps, wherever required, to comply with the conditions specified in the Extended Producer Responsibility - Authorisation;, the concerned State Pollution Control Board shall monitor the compliance of Extended Producer Responsibility - Authorisation, take cognizance of any non-compliance and inform Central Pollution Control Board for taking action, as necessary;, Central Pollution Control Board shall conduct random check and if in its opinion, the holders of the Extended Producer Responsibility - Authorisation has failed to comply with any of the conditions of the authorisation or with any provisions of the Act or these rules and after giving a reasonable opportunity of being heard and after recording reasons thereof in writing cancel or suspend the Extended Producer Responsibility - Authorisation issued under these rules for such period as it considers necessary in the public interest and inform the concerned State Pollution Control Board within ten days of cancellation., the Central Pollution Control Board shall maintain an on-line register of Extended Producer Responsibility - Authorisation granted with conditions imposed under these rules for environmentally sound management of e-waste, and which shall be accessible to any citizen of the country., The producer authorised under the provision of this rule shall maintain records in Form-2 and shall file annual returns of its activities of previous year in Form-3 to the Central Pollution Control Board on or before 30th day of June of every year;, [ Every producer placing their product in market shall be liable to obtain EPR authorization from CPCB. In case the producer has started operations recently i.e. number of years of operation is less than average life of their products, the EPR target as per Schedule- III (B) shall be applicable. These targets shall be applicable from financial year 2018-19. When the products average life is achieved, e-waste already collected by producers in earlier years will be accounted for and suitable set offs shall be provided for the corresponding years at the time of fixing targets as per Schedule-III. [Inserted by Notification No. G.S.R. 1349(E), dated 30.10.2017 (w.e.f. 23.3.2016).], In case of transfer/sale of assets by the producers the liability under EPR shall also be transferred to the buyer.], Authorisation of Manufacturer. - (i) the manufacturer generating e-waste shall obtain an authorisation from the concerned State Pollution Control Board;, the manufacturer shall make an application for authorisation, within a period of ninety days from the date of these rules coming into force in Form 1(a) to the concerned State Pollution Control Board for grant of authorisation;, on receipt of the application complete in all respects for the authorisation, the concerned State Pollution Control Board may, after such enquiry as it considers necessary and on being satisfied that the applicant possesses appropriate facilities, technical capabilities and equipment to handle e-waste safely, grant within a period of one hundred and twenty days an authorisation in Form 1(bb) to the applicant to carry out safe operations in the authorised place only, which shall be valid for a period of five years;, the concerned State Pollution Control Board after giving reasonable opportunity of being heard to the applicant may refuse to grant any authorisation;, every person authorised under these rules shall maintain the record of e-waste handled by them in Form-2 and prepare and submit to the concerned State Pollution Control Board, an annual return containing the details specified in Form-3 on or before the 30th day of June following the financial year to which that return relates;, an application for the renewal of an authorisation shall be made in Form-1(a) before one hundred and twenty days of its expiry and the concerned State Pollution Control Board may renew the authorisation for a period of five years after examining each case on merit and subject to the condition that there is no report of violation of the provisions of the Act or the rules made thereunder or the conditions specified in the authorisation;, manufacturer shall take all steps to comply with the conditions specified in the authorisation;, the concerned State Pollution Control Board shall maintain an on-line register of authorisations granted with conditions imposed under these rules for environmentally sound management of e-waste, and which shall be accessible to any citizen of the country., Procedure for grant of authorisation to dismantler or recycler. - (i) every Dismantler or Recycler of e-waste shall make an application, within a period of one hundred and twenty days starting from the date of coming into force of these rules, in Form-4 in triplicate to the concerned State Pollution Control Board accompanied with a copy of the following documents for the grant or renewal of authorisation, namely:-, consent to establish granted by the concerned State Pollution Control Board under the Water (Prevention and Control of Pollution) Act, 1974, (25 of 1974) and the Air (Prevention and Control of Pollution) Act, 1981(21 of 1981);, certificate of registration issued by the District Industries Centre or any other government agency authorised in this regard;, proof of installed capacity of plant and machinery issued by the District Industries Centre or any other government agency authorised in this behalf;, in case of renewal, a certificate of compliance of effluent and emission standards, treatment and disposal of hazardous wastes as applicable from the concerned State Pollution Control Board or any other agency designated for this purpose:, Provided that any person authorised or registered under the provisions of the Hazardous Wastes (Management, Handling and Trans-boundary Movements) Rules, 2008, and the E-waste (Management & Handling) Rules, 2011 prior to the date of coming into force of these rules shall not be required to make an application for authorisation till the period of expiry of such authorisation or registration:, the concerned State Pollution Control Board, on being satisfied that the application is complete in all respects and that the applicant is utilising environmentally sound technologies and possess adequate technical capabilities, requisite facilities and equipment to dismantle or recycle and process e-waste in compliance to the guidelines specified by Central Pollution Control Board from time to time and through site inspection, may grant authorisation to such applicants stipulating therein necessary conditions as deemed necessary for carrying out safe operations in the authorised place only;, the concerned State Pollution Control Board shall dispose of the application for authorisation within a period of one hundred and twenty days from the date of the receipt of such application complete in all respects;, the authorisation granted under these rules shall be valid for a period of five years from the date of its issue and shall be accompanied with a copy of the field inspection report signed by that Board indicating the adequacy of facilities for dismantling or recycling of e-waste and compliance to the guidelines specified by Central Pollution Control Board from time to time;, the concerned State Pollution Control Board may refuse, cancel or suspend an authorisation granted under these rules, if it has reasons to believe that the authorised dismantler or recycler has failed to comply with any of the conditions of authorisation, or with any provisions of the Act or rules made thereunder, after giving an opportunity to the dismantler or recycler to be heard and after recording the reasons thereof;, an application for the renewal of authorisation shall be made in Form - 4 before one hundred and twenty days of its expiry and the concerned State Pollution Control Board may renew the authorisation for a period of five years after examining each case on merit and subject to the condition that there is no report of violation of the provisions of the Act or the rules made there under or the conditions specified in the authorisation;, the Dismantler and Recycler shall maintain records of the e-waste purchased, processed in Form-2 and shall file annual returns of its activities of previous year in Form-3 to the concerned State Pollution Control Board on or before 30th day of June of every year;, the Central Government and the Central Pollution Control Board may issue guidelines for standards of performance for dismantling and recycling processes from time to time., Procedure for grant of authorisation to refurbisher. - [(i) every refurbisher of e-waste shall make an application, with in a period of one hundred and twenty days starting from the date of coming into force of these rules, in Form 1 (a) in triplicate to the concerned State Pollution Control Board accompanied with a copy of the following documents for the grant of authorisation, namely] [Substituted by Notification No. G.S.R. 1349(E), dated 30.10.2017 (w.e.f. 23.3.2016).]:-, consent to establish granted by the concerned State Pollution Control Board under the Water (Prevention and Control of Pollution) Act, 1974, (25 of 1974) and the Air (Prevention and Control of Pollution) Act, 1981 (21 of 1981);, certificate of registration issued by the District Industries Centre or any other government agency authorised in this regard;, proof of installed capacity of plant and machinery issued by the District Industries Centre or any other government agency authorised in this behalf., the concerned State Pollution Control Board, on being satisfied that the application is complete in all respects and complies with the guidelines prescribed by Central Pollution Control Board from time to time, may grant one time authorisation in Form 1 (bb) to such applicants stipulating therein necessary conditions as deemed necessary for carrying out refurbishing activities in the authorised place only;, the concerned State Pollution Control Board shall dispose of the application for authorisation within a period of one hundred and twenty days from the date of the receipt of such application complete in all respects;, the concerned State Pollution Control Board may refuse, cancel or suspend a authorisation granted under these rules, if it has reasons to believe that the authorised refurbisher has failed to comply with any of the conditions of authorisation, or with any provisions of the Act or rules made thereunder, after giving an opportunity to the refurbisher to be heard and after recording the reasons thereof;, the Refurbisher shall maintain records of the e-waste purchased and refurbished in Form-2 and shall file annual returns of its activities of previous year in Form-3 to the concerned State Pollution Control Board on or before 30th day of June of every year."
13. Procedure for Seeking and Grant of Authorisation.,"Extended Producer Responsibility - Authorisation of Producers. - [(i) Every producer of electrical and electronic equipment listed in Schedule I, shall make an application for Extended Producer Responsibility - Authorisation in Form-1 to Central Pollution Control Board. Targets as set by CPCB will be applicable from 1st October 2017] [Substituted by Notification No. G.S.R. 1349(E), dated 30.10.2017 (w.e.f. 23.3.2016).];, on receipt of the application complete in all respects, the Central Pollution Control Board will carry out evaluation of the Extended Producer Responsibility Plan and on being satisfied that the producer has detailed out an effective system to manage Extended Producer Responsibility in the country, shall grant Extended Producer Responsibility - Authorisation, in Form 1(aa) within a period of one hundred and twenty days. The Extended Producer Responsibility - Authorisation shall be valid for a period of five years;, This authorisation shall include among others the targeted quantity of e-waste, product code wise, to be collected during the year. The actual target for collection of e-waste for dismantling or recycling will be fixed on the basis of quantity of electrical and electronic equipment, product code wise, placed in the market in the previous years and taking into consideration the average life of the equipment. The estimated quantity of e-waste generated during the current year will be indicated by the producer and the quantity expected to be collected with the collection scheme proposed to be implemented by the producer will be indicated in the Extended Producer Responsibility plan. The Central Pollution Control Board shall fix the targets in accordance with Schedule III., the Central Pollution Control Board, after giving reasonable opportunity of being heard to the applicant shall refuse to grant Extended Producer Responsibility - Authorisation;, in the event of refusal of Extended Producer Responsibility - Authorisation by the Central Pollution Control Board, the producer will forfeit his right to put any Electrical and Electronic Equipment in the market till such time the Extended Producer Responsibility - Authorisation is granted;, the Central Pollution Control Board after grant of Extended Producer Responsibility - Authorisation shall forward the Extended Producer Responsibility Plan to respective State Pollution Control Board for monitoring;, an application for the renewal of Extended Producer Responsibility-Authorisation shall be made in Form-1 before one hundred and twenty days of its expiry to Central Pollution Control Board. The Central Pollution Control Board may renew the authorisation for a period of five years after receipt of compliance report from the concerned State Pollution Control Board which shall submit the compliance report to Central Pollution Control Board within sixty days from the date of the receipt of the application. In case of non receipt of the compliance report from the State Pollution Control Board within stipulated time period of sixty days, Central Pollution Control Board may renew the Extended Producer Responsibility-Authorisation after examining such case on merit basis, subject to no report of violation of the provisions of the Act or the rules made there under or the conditions specified in the Extended Producer Responsibility - Authorisation;, every producer of Electrical and Electronic Equipment listed in Schedule I, shall take all steps, wherever required, to comply with the conditions specified in the Extended Producer Responsibility - Authorisation;, the concerned State Pollution Control Board shall monitor the compliance of Extended Producer Responsibility - Authorisation, take cognizance of any non-compliance and inform Central Pollution Control Board for taking action, as necessary;, Central Pollution Control Board shall conduct random check and if in its opinion, the holders of the Extended Producer Responsibility - Authorisation has failed to comply with any of the conditions of the authorisation or with any provisions of the Act or these rules and after giving a reasonable opportunity of being heard and after recording reasons thereof in writing cancel or suspend the Extended Producer Responsibility - Authorisation issued under these rules for such period as it considers necessary in the public interest and inform the concerned State Pollution Control Board within ten days of cancellation., the Central Pollution Control Board shall maintain an on-line register of Extended Producer Responsibility - Authorisation granted with conditions imposed under these rules for environmentally sound management of e-waste, and which shall be accessible to any citizen of the country., The producer authorised under the provision of this rule shall maintain records in Form-2 and shall file annual returns of its activities of previous year in Form-3 to the Central Pollution Control Board on or before 30th day of June of every year;, [ Every producer placing their product in market shall be liable to obtain EPR authorization from CPCB. In case the producer has started operations recently i.e. number of years of operation is less than average life of their products, the EPR target as per Schedule- III (B) shall be applicable. These targets shall be applicable from financial year 2018-19. When the products average life is achieved, e-waste already collected by producers in earlier years will be accounted for and suitable set offs shall be provided for the corresponding years at the time of fixing targets as per Schedule-III. [Inserted by Notification No. G.S.R. 1349(E), dated 30.10.2017 (w.e.f. 23.3.2016).], In case of transfer/sale of assets by the producers the liability under EPR shall also be transferred to the buyer.]"
13. Procedure for Seeking and Grant of Authorisation.,"on receipt of the application complete in all respects, the Central Pollution Control Board will carry out evaluation of the Extended Producer Responsibility Plan and on being satisfied that the producer has detailed out an effective system to manage Extended Producer Responsibility in the country, shall grant Extended Producer Responsibility - Authorisation, in Form 1(aa) within a period of one hundred and twenty days. The Extended Producer Responsibility - Authorisation shall be valid for a period of five years;"
13. Procedure for Seeking and Grant of Authorisation.,"the Central Pollution Control Board, after giving reasonable opportunity of being heard to the applicant shall refuse to grant Extended Producer Responsibility - Authorisation;"
13. Procedure for Seeking and Grant of Authorisation.,"in the event of refusal of Extended Producer Responsibility - Authorisation by the Central Pollution Control Board, the producer will forfeit his right to put any Electrical and Electronic Equipment in the market till such time the Extended Producer Responsibility - Authorisation is granted;"
13. Procedure for Seeking and Grant of Authorisation.,the Central Pollution Control Board after grant of Extended Producer Responsibility - Authorisation shall forward the Extended Producer Responsibility Plan to respective State Pollution Control Board for monitoring;
