Section Title,Nested Content
25. Dissolution.,"When a registered Trade Union is dissolved, notice of the dissolution signed by seven members and by the secretary of the Trade Union shall, within fourteen days of the dissolution, be sent to the Registrar, and shall be registered by him if he is satisfied that the dissolution has been effected in accordance with the rules of the Trade Union, and the dissolution shall have effect from the date of such registration., Where the dissolution of a registered Trade Union has been registered and the rules of the Trade Union do not provide for the distribution of funds of the Trade Union on dissolution, the Registrar shall divide the funds amongst the members in such manner as may be prescribed."
25. Dissolution.,"When a registered Trade Union is dissolved, notice of the dissolution signed by seven members and by the secretary of the Trade Union shall, within fourteen days of the dissolution, be sent to the Registrar, and shall be registered by him if he is satisfied that the dissolution has been effected in accordance with the rules of the Trade Union, and the dissolution shall have effect from the date of such registration."
25. Dissolution.,"Where the dissolution of a registered Trade Union has been registered and the rules of the Trade Union do not provide for the distribution of funds of the Trade Union on dissolution, the Registrar shall divide the funds amongst the members in such manner as may be prescribed."
26. Annual returns.,"Every registered Trade Union shall-, forward annually to the Registrar, on or before such date, in such form, audited in such manner and by such person, as may be prescribed, a general statement containing particulars of all receipts and expenditure of such registered Trade Union during the year ending on the 31st day of December next preceding such prescribed date, and of the assets and liabilities of the Trade Union existing on such 31st day of December;, along with the general statement referred to in clause (a), forward to the Registrar a statement showing changes of office-bearers made by the Trade Union during the year to which such general statement refers, together also with a copy of the rules of the Trade Union corrected up to the date of dispatch thereof to the Registrar., A copy of every alteration made in the rules of a registered Trade Union shall be sent to the Registrar within fifteen days of the making of the alteration., For the purpose of examining the documents referred to in clauses (a) and (b) of sub-section (1), and sub-section (2), the Registrar or any officer authorised by him, by general or special order, may at all reasonable times inspect the certificate of registration, account books, registers and other documents, relating to a Trade Union, at its registered office or may require their production at such place as he may specify in this behalf, but no such place shall be at a distance of more than fifteen kilometres from the registered office of such Trade Union."
26. Annual returns.,"Every registered Trade Union shall-, forward annually to the Registrar, on or before such date, in such form, audited in such manner and by such person, as may be prescribed, a general statement containing particulars of all receipts and expenditure of such registered Trade Union during the year ending on the 31st day of December next preceding such prescribed date, and of the assets and liabilities of the Trade Union existing on such 31st day of December;, along with the general statement referred to in clause (a), forward to the Registrar a statement showing changes of office-bearers made by the Trade Union during the year to which such general statement refers, together also with a copy of the rules of the Trade Union corrected up to the date of dispatch thereof to the Registrar."
26. Annual returns.,"forward annually to the Registrar, on or before such date, in such form, audited in such manner and by such person, as may be prescribed, a general statement containing particulars of all receipts and expenditure of such registered Trade Union during the year ending on the 31st day of December next preceding such prescribed date, and of the assets and liabilities of the Trade Union existing on such 31st day of December;"
26. Annual returns.,"along with the general statement referred to in clause (a), forward to the Registrar a statement showing changes of office-bearers made by the Trade Union during the year to which such general statement refers, together also with a copy of the rules of the Trade Union corrected up to the date of dispatch thereof to the Registrar."
26. Annual returns.,A copy of every alteration made in the rules of a registered Trade Union shall be sent to the Registrar within fifteen days of the making of the alteration.
26. Annual returns.,"For the purpose of examining the documents referred to in clauses (a) and (b) of sub-section (1), and sub-section (2), the Registrar or any officer authorised by him, by general or special order, may at all reasonable times inspect the certificate of registration, account books, registers and other documents, relating to a Trade Union, at its registered office or may require their production at such place as he may specify in this behalf, but no such place shall be at a distance of more than fifteen kilometres from the registered office of such Trade Union."
27. Recognition of Trade Unions at Central and State level.,"Where the Central Government is of the opinion that it is necessary or expedient that a Trade Union or federation of Trade Unions is to be recognised as Central Trade Union at the Central level, it may recognise such Trade Union or federation of Trade Unions as Central Trade Union in such manner and for such purpose, as may be prescribed, and if any dispute arises in relation to such recognition, it shall be decided by such authority in such manner as may be prescribed by the Central Government., Where the State Government is of the opinion that it is necessary or expedient that a Trade Union or federation of Trade Unions is to be recognised as State Trade Union at the State level, it may recognise such Trade Union or federation of Trade Unions as State Trade Union in such manner and for such purpose, as may be prescribed, and if any dispute arises in relation to such recognition, it shall be decided by such authority in such manner as may be prescribed by the State Government."
27. Recognition of Trade Unions at Central and State level.,"Where the Central Government is of the opinion that it is necessary or expedient that a Trade Union or federation of Trade Unions is to be recognised as Central Trade Union at the Central level, it may recognise such Trade Union or federation of Trade Unions as Central Trade Union in such manner and for such purpose, as may be prescribed, and if any dispute arises in relation to such recognition, it shall be decided by such authority in such manner as may be prescribed by the Central Government."
27. Recognition of Trade Unions at Central and State level.,"Where the State Government is of the opinion that it is necessary or expedient that a Trade Union or federation of Trade Unions is to be recognised as State Trade Union at the State level, it may recognise such Trade Union or federation of Trade Unions as State Trade Union in such manner and for such purpose, as may be prescribed, and if any dispute arises in relation to such recognition, it shall be decided by such authority in such manner as may be prescribed by the State Government."
28. Application of this Chapter.,"The provisions of this Chapter shall apply to every industrial establishment wherein three hundred or more than three hundred workers, are employed, or were employed on any day of the preceding twelve months., Notwithstanding anything contained in sub-section (1), the provisions of this Chapter shall not apply to an industrial establishment in so far as the workers employed therein are persons to whom the Fundamental and Supplementary Rules, Civil Services (Classification, Control and Appeal) Rules, Civil Services (Temporary Service) Rules, Revised Leave Rules, Civil Service Regulations, Civilians in Defence Service (Classification, Control and Appeal) Rules or the Indian Railway Establishment Code or any other rules or regulations that may be notified in this behalf by the appropriate Government, apply."
28. Application of this Chapter.,"The provisions of this Chapter shall apply to every industrial establishment wherein three hundred or more than three hundred workers, are employed, or were employed on any day of the preceding twelve months."
28. Application of this Chapter.,"Notwithstanding anything contained in sub-section (1), the provisions of this Chapter shall not apply to an industrial establishment in so far as the workers employed therein are persons to whom the Fundamental and Supplementary Rules, Civil Services (Classification, Control and Appeal) Rules, Civil Services (Temporary Service) Rules, Revised Leave Rules, Civil Service Regulations, Civilians in Defence Service (Classification, Control and Appeal) Rules or the Indian Railway Establishment Code or any other rules or regulations that may be notified in this behalf by the appropriate Government, apply."
29. Making of model standing orders by Central Government and temporary application.,"The Central Government shall make model standing orders relating to conditions of service and other matters incidental thereto or connected therewith., Notwithstanding anything contained in sections 30 to 36, for the period commencing on the date on which this section becomes applicable to an industrial establishment and ending with the date on which the standing orders as finally certified under this Code come into operation under section 33 in that establishment, the model standing order referred to in sub-section (1) shall be deemed to be adopted in that establishment and the provisions of sub-section (2) of section 33 and section 35 shall apply to such model standing orders as they apply to the standing orders so certified."
29. Making of model standing orders by Central Government and temporary application.,The Central Government shall make model standing orders relating to conditions of service and other matters incidental thereto or connected therewith.
29. Making of model standing orders by Central Government and temporary application.,"Notwithstanding anything contained in sections 30 to 36, for the period commencing on the date on which this section becomes applicable to an industrial establishment and ending with the date on which the standing orders as finally certified under this Code come into operation under section 33 in that establishment, the model standing order referred to in sub-section (1) shall be deemed to be adopted in that establishment and the provisions of sub-section (2) of section 33 and section 35 shall apply to such model standing orders as they apply to the standing orders so certified."
30. Preparation of draft standing orders by employer and procedure for certification.,"The employer shall prepare draft standing orders, within a period of six months from the date of commencement of this Code, based on the model standing orders referred to in section 29 in respect of the matters specified in the First Schedule and on any other matter considered necessary by him for incorporation of necessary provisions in such standing orders for his industrial establishment or undertaking, considering the nature of activity in his industrial establishment or undertaking, provided such provision is not inconsistent with any of the provision of this Code and covers every matters set out in the First Schedule., The employer shall consult the Trade Unions or recognised negotiating union or members of the negotiating council relating to the industrial establishment or undertaking, as the case may be, in respect of the draft of the standing order and thereafter forward the draft of the standing order electronically or otherwise to the certifying officer for certification., Where an employer adopts a model standing order of the Central Government referred to in section 29 with respect to matters relevant to his industrial establishment or undertaking, then, such model standing order shall be deemed to have been certified under the provisions of this section and employer shall forward the information in this regard to the concerned certifying officer in such manner as may be prescribed:, Provided that if the certifying officer has any observation, he may direct such employer to amend the standing order so adopted within such period as may be prescribed., The employer shall prepare the draft of the modifications required in the standing order, if any, in accordance with the provisions of this Code and forward electronically or otherwise to the certifying officer for certification of those modifications only within a period of six months from the date, the provisions of this Chapter becomes applicable to his industrial establishment., On receipt of the drafts referred to in sub-section (1) and sub-section (4), the certifying officer shall issue notice to-, the Trade Union or negotiating union of the industrial establishment or undertaking, or members of the negotiating council; or, where there is no Trade Union operating, to such representatives of the workers of the industrial establishment or undertaking chosen in such manner as may be prescribed,, for seeking their comments in the matter and after receipt of their comments give an opportunity of being heard to the negotiating union or negotiating council, or as the case may be, to the Trade Unions or the representatives of the workers and decide as to whether or not any modification or addition to such draft standing order is necessary to render the draft standing order certifiable, and shall make an order in writing in this regard:, Provided that the certifying officer shall complete such procedure for certification referred to in sub-sections (4) and (5) in respect of-, the draft standing order so received within a period of sixty days from the date of the receipt of it; and, the draft modifications in the standing order so received within a period of sixty days from the date of the receipt of such modifications,, failing which such draft standing orders or, as the case may be, the modifications in the standing order shall be deemed to have been certified on the expiry of the said period., The standing orders shall be certifiable under this Code, if-, provision is made therein for every matter set out in the First Schedule which is applicable to the industrial establishment; and, such orders are otherwise in conformity with the provisions of this Code., It shall be the function of the certifying officer or the appellate authority referred to in section 32 to adjudicate upon the fairness or reasonableness of the provisions of any standing orders keeping in view the provisions of the model standing orders referred to in section 29., The certifying officer shall certify the draft standing orders or the modifications in the standing orders referred to in sub-section (5), and shall within seven days thereafter send copies of the certified standing orders or the modifications in the standing orders, authenticated in such manner as may be prescribed, to the employer and to the negotiating union or negotiating council or the Trade Union or other representatives of the workers referred to in clause (ii) of sub-section (5)., The draft standing orders under sub-section (1) or draft of the modifications proposed in the standing orders under sub-section (5) shall be accompanied by a statement giving such particulars, as may be prescribed, of the workers employed in the industrial establishment, the Trade Union to which they belong, and the negotiating union or negotiating council, if any., Subject to such conditions as may be prescribed, a group of employers in similar establishments may submit a joint draft of standing orders under this section and for the purposes of proceedings specified in sub-sections (1), (5), (6), (8) and (9), the expressions ""employer"", ""Trade Union"" and ""negotiating union or negotiating council"" shall respectively include all the employers, Trade Unions and negotiating unions or negotiating council of such similar establishments, as the case may be., Without prejudice to the foregoing provisions of this section, the standing orders relating to an industrial establishment or undertaking existing on the date of commencement of the relevant provisions of this Code, shall, in so far as is not inconsistent with the provisions of this Code or rules made thereunder, continue and be deemed to be the standing orders certified under sub-section (8) and accordingly the provisions of this Chapter shall apply thereon."
30. Preparation of draft standing orders by employer and procedure for certification.,"The employer shall prepare draft standing orders, within a period of six months from the date of commencement of this Code, based on the model standing orders referred to in section 29 in respect of the matters specified in the First Schedule and on any other matter considered necessary by him for incorporation of necessary provisions in such standing orders for his industrial establishment or undertaking, considering the nature of activity in his industrial establishment or undertaking, provided such provision is not inconsistent with any of the provision of this Code and covers every matters set out in the First Schedule."
30. Preparation of draft standing orders by employer and procedure for certification.,"The employer shall consult the Trade Unions or recognised negotiating union or members of the negotiating council relating to the industrial establishment or undertaking, as the case may be, in respect of the draft of the standing order and thereafter forward the draft of the standing order electronically or otherwise to the certifying officer for certification."
30. Preparation of draft standing orders by employer and procedure for certification.,"Where an employer adopts a model standing order of the Central Government referred to in section 29 with respect to matters relevant to his industrial establishment or undertaking, then, such model standing order shall be deemed to have been certified under the provisions of this section and employer shall forward the information in this regard to the concerned certifying officer in such manner as may be prescribed:, Provided that if the certifying officer has any observation, he may direct such employer to amend the standing order so adopted within such period as may be prescribed."
30. Preparation of draft standing orders by employer and procedure for certification.,"The employer shall prepare the draft of the modifications required in the standing order, if any, in accordance with the provisions of this Code and forward electronically or otherwise to the certifying officer for certification of those modifications only within a period of six months from the date, the provisions of this Chapter becomes applicable to his industrial establishment."
30. Preparation of draft standing orders by employer and procedure for certification.,"On receipt of the drafts referred to in sub-section (1) and sub-section (4), the certifying officer shall issue notice to-, the Trade Union or negotiating union of the industrial establishment or undertaking, or members of the negotiating council; or, where there is no Trade Union operating, to such representatives of the workers of the industrial establishment or undertaking chosen in such manner as may be prescribed,, for seeking their comments in the matter and after receipt of their comments give an opportunity of being heard to the negotiating union or negotiating council, or as the case may be, to the Trade Unions or the representatives of the workers and decide as to whether or not any modification or addition to such draft standing order is necessary to render the draft standing order certifiable, and shall make an order in writing in this regard:, Provided that the certifying officer shall complete such procedure for certification referred to in sub-sections (4) and (5) in respect of-, the draft standing order so received within a period of sixty days from the date of the receipt of it; and, the draft modifications in the standing order so received within a period of sixty days from the date of the receipt of such modifications,, failing which such draft standing orders or, as the case may be, the modifications in the standing order shall be deemed to have been certified on the expiry of the said period."
30. Preparation of draft standing orders by employer and procedure for certification.,"the Trade Union or negotiating union of the industrial establishment or undertaking, or members of the negotiating council; or"
30. Preparation of draft standing orders by employer and procedure for certification.,"where there is no Trade Union operating, to such representatives of the workers of the industrial establishment or undertaking chosen in such manner as may be prescribed,"
30. Preparation of draft standing orders by employer and procedure for certification.,the draft standing order so received within a period of sixty days from the date of the receipt of it; and
30. Preparation of draft standing orders by employer and procedure for certification.,"the draft modifications in the standing order so received within a period of sixty days from the date of the receipt of such modifications,"
30. Preparation of draft standing orders by employer and procedure for certification.,"The standing orders shall be certifiable under this Code, if-, provision is made therein for every matter set out in the First Schedule which is applicable to the industrial establishment; and, such orders are otherwise in conformity with the provisions of this Code."
30. Preparation of draft standing orders by employer and procedure for certification.,provision is made therein for every matter set out in the First Schedule which is applicable to the industrial establishment; and
30. Preparation of draft standing orders by employer and procedure for certification.,such orders are otherwise in conformity with the provisions of this Code.
30. Preparation of draft standing orders by employer and procedure for certification.,It shall be the function of the certifying officer or the appellate authority referred to in section 32 to adjudicate upon the fairness or reasonableness of the provisions of any standing orders keeping in view the provisions of the model standing orders referred to in section 29.
30. Preparation of draft standing orders by employer and procedure for certification.,"The certifying officer shall certify the draft standing orders or the modifications in the standing orders referred to in sub-section (5), and shall within seven days thereafter send copies of the certified standing orders or the modifications in the standing orders, authenticated in such manner as may be prescribed, to the employer and to the negotiating union or negotiating council or the Trade Union or other representatives of the workers referred to in clause (ii) of sub-section (5)."
30. Preparation of draft standing orders by employer and procedure for certification.,"The draft standing orders under sub-section (1) or draft of the modifications proposed in the standing orders under sub-section (5) shall be accompanied by a statement giving such particulars, as may be prescribed, of the workers employed in the industrial establishment, the Trade Union to which they belong, and the negotiating union or negotiating council, if any."
30. Preparation of draft standing orders by employer and procedure for certification.,"Subject to such conditions as may be prescribed, a group of employers in similar establishments may submit a joint draft of standing orders under this section and for the purposes of proceedings specified in sub-sections (1), (5), (6), (8) and (9), the expressions ""employer"", ""Trade Union"" and ""negotiating union or negotiating council"" shall respectively include all the employers, Trade Unions and negotiating unions or negotiating council of such similar establishments, as the case may be."
30. Preparation of draft standing orders by employer and procedure for certification.,"Without prejudice to the foregoing provisions of this section, the standing orders relating to an industrial establishment or undertaking existing on the date of commencement of the relevant provisions of this Code, shall, in so far as is not inconsistent with the provisions of this Code or rules made thereunder, continue and be deemed to be the standing orders certified under sub-section (8) and accordingly the provisions of this Chapter shall apply thereon."
31. Certifying officer and appellate authority to have powers of civil court.,"Every certifying officer and the appellate authority referred to in section 32 shall have all the powers of a civil court for the purposes of receiving evidence, administering oath, enforcing the attendance of witnesses, and compelling the discovery and production of documents, and shall be deemed to be a civil court within the meaning of sections 345 and 346 of the Code of Criminal Procedure, 1973 (2 of 1974)., Clerical or arithmetical mistakes in any order passed by a certifying officer, or errors arising therein from any accidental slip or omission may, at any time, be corrected by that officer or successor in office of such officer."
31. Certifying officer and appellate authority to have powers of civil court.,"Every certifying officer and the appellate authority referred to in section 32 shall have all the powers of a civil court for the purposes of receiving evidence, administering oath, enforcing the attendance of witnesses, and compelling the discovery and production of documents, and shall be deemed to be a civil court within the meaning of sections 345 and 346 of the Code of Criminal Procedure, 1973 (2 of 1974)."
31. Certifying officer and appellate authority to have powers of civil court.,"Clerical or arithmetical mistakes in any order passed by a certifying officer, or errors arising therein from any accidental slip or omission may, at any time, be corrected by that officer or successor in office of such officer."
32. Appeals.,"- An employer or Trade Union or the negotiating union or negotiating council, or where there is no negotiating union or negotiating council in an industrial establishment or undertaking, any union or such representative body of the workers of the industrial establishment or undertaking, if not satisfied with the order of the certifying officer given under sub-section (5) of section 30, may file an appeal within sixty days of receipt of the order of the certifying officer to the appellate authority appointed by the appropriate Government, by notification, and such authority shall dispose of the appeal in such manner as may be prescribed."
33. Date of operation of standing orders and its availability.,"The standing orders or modified standing orders, as the case may be, shall, unless an appeal is preferred under section 32, come into operation on the expiry of thirty days from the date on which authenticated copies thereof are sent under sub-section (8) of section 30, or where an appeal as aforesaid is preferred, on the expiry of seven days from the date on which copies of the order of the appellate authority are sent in such manner as may be prescribed., The text of a standing order as finally certified under this Code shall be maintained by the employer in such language and in such manner for the information of the concerned workers as may be prescribed."
33. Date of operation of standing orders and its availability.,"The standing orders or modified standing orders, as the case may be, shall, unless an appeal is preferred under section 32, come into operation on the expiry of thirty days from the date on which authenticated copies thereof are sent under sub-section (8) of section 30, or where an appeal as aforesaid is preferred, on the expiry of seven days from the date on which copies of the order of the appellate authority are sent in such manner as may be prescribed."
33. Date of operation of standing orders and its availability.,The text of a standing order as finally certified under this Code shall be maintained by the employer in such language and in such manner for the information of the concerned workers as may be prescribed.
34. Register of standing orders.,"- A copy of all standing orders as finally certified under this Code shall be filed by the certifying officer in a register maintained for the purpose or uploaded in electronic form or such other form as may be prescribed, and the certifying officer shall furnish a copy thereof to any person applying therefor on payment of such fee as may be prescribed."
35. Duration and modification of standing orders.,"The standing orders certified under sub-section (8) of section 30 shall not, except on an agreement between the employer and the workers, or a negotiating union or a Trade Union or other representative body of the workers, be liable to modification until the expiry of six months from the date on which the standing orders or the last modifications thereof came into operation., Subject to the provisions of sub-section (1), an employer or worker or a Trade Union or other representative body of the workers may apply to the certifying officer to have the standing orders modified in such application as may be prescribed, which shall be accompanied by such copies of the modifications proposed to be made, and where the modifications are proposed to be made by agreement between the employer and the workers or a Trade Union or other representative body of the workers, a certified copy of that agreement shall be filed alongwith the application., The foregoing provisions of this Code shall apply in respect of an application under sub-section (2) as they apply to the certification of the first time standing orders."
35. Duration and modification of standing orders.,"The standing orders certified under sub-section (8) of section 30 shall not, except on an agreement between the employer and the workers, or a negotiating union or a Trade Union or other representative body of the workers, be liable to modification until the expiry of six months from the date on which the standing orders or the last modifications thereof came into operation."
35. Duration and modification of standing orders.,"Subject to the provisions of sub-section (1), an employer or worker or a Trade Union or other representative body of the workers may apply to the certifying officer to have the standing orders modified in such application as may be prescribed, which shall be accompanied by such copies of the modifications proposed to be made, and where the modifications are proposed to be made by agreement between the employer and the workers or a Trade Union or other representative body of the workers, a certified copy of that agreement shall be filed alongwith the application."
35. Duration and modification of standing orders.,The foregoing provisions of this Code shall apply in respect of an application under sub-section (2) as they apply to the certification of the first time standing orders.
36. Oral evidence in contradiction of standing orders not admissible.,- No oral evidence having the effect of adding to or otherwise varying or contradicting standing order as finally certified under this Chapter shall be admitted in any Court.
"37. Interpretation, etc., of standing orders.","- If any question arises as to the application, or interpretation, of the standing orders certified under sub-section (8) of section 30 or the modification made therein by an agreement entered into under sub-section (5) of that section, the employer or any worker or workers concerned or the Trade Union in relation to the workers employed in the industrial establishment or undertaking, wherein the question has arisen, may apply to the Tribunal, within the local limits of whose territorial jurisdiction such establishment or the office, section or branch of the undertaking is situated, to decide the question and such Tribunal shall, after giving all the parties concerned a reasonable opportunity of being heard, decide the question and its decision shall be final and binding on the concerned employer and the workers."
38. Time-limit for completing disciplinary proceedings and liability to pay subsistence allowance.,"Where any worker is suspended by the employer pending investigation or inquiry into complaints or charges of misconduct against him, such investigation or inquiry, or where there is an investigation followed by an inquiry, both the investigation and inquiry shall be completed ordinarily within a period of ninety days from the date of suspension., The standing orders certified under sub-section (8) of section 30 or modified under section 35 shall provide that where a worker is suspended as referred to in sub-section (1), the employer in relation to an industrial establishment or undertaking shall pay to such worker employed in such industrial establishment or undertaking subsistence allowance at the rates specified in sub-section (3) for the period during which such worker is placed under suspension pending investigation or inquiry into complaints or charges of misconduct against such worker., The amount of subsistence allowance payable under sub-section (2) shall be- (a) at the rate of fifty per cent. of the wages which the worker was entitled to immediately preceding the date of such suspension, for the first ninety days of suspension; and, at the rate of seventy-five per cent. of such wages for the remaining period of suspension, if the delay in the completion of disciplinary proceedings against such worker is not directly attributable to the conduct of such worker."
38. Time-limit for completing disciplinary proceedings and liability to pay subsistence allowance.,"Where any worker is suspended by the employer pending investigation or inquiry into complaints or charges of misconduct against him, such investigation or inquiry, or where there is an investigation followed by an inquiry, both the investigation and inquiry shall be completed ordinarily within a period of ninety days from the date of suspension."
38. Time-limit for completing disciplinary proceedings and liability to pay subsistence allowance.,"The standing orders certified under sub-section (8) of section 30 or modified under section 35 shall provide that where a worker is suspended as referred to in sub-section (1), the employer in relation to an industrial establishment or undertaking shall pay to such worker employed in such industrial establishment or undertaking subsistence allowance at the rates specified in sub-section (3) for the period during which such worker is placed under suspension pending investigation or inquiry into complaints or charges of misconduct against such worker."
38. Time-limit for completing disciplinary proceedings and liability to pay subsistence allowance.,"The amount of subsistence allowance payable under sub-section (2) shall be- (a) at the rate of fifty per cent. of the wages which the worker was entitled to immediately preceding the date of such suspension, for the first ninety days of suspension; and, at the rate of seventy-five per cent. of such wages for the remaining period of suspension, if the delay in the completion of disciplinary proceedings against such worker is not directly attributable to the conduct of such worker."
38. Time-limit for completing disciplinary proceedings and liability to pay subsistence allowance.,"at the rate of seventy-five per cent. of such wages for the remaining period of suspension, if the delay in the completion of disciplinary proceedings against such worker is not directly attributable to the conduct of such worker."
39. Power to exempt.,"- The appropriate Government may, by notification, exempt, conditionally or unconditionally, any industrial establishment or class of industrial establishments from all or any of the provisions of this Chapter."
40. Notice of change.,"- No employer, who proposes to effect any change in the conditions of service applicable to any worker in respect of any matter specified in the Third Schedule, shall effect such change, -, without giving to the workers likely to be affected by such change a notice in such manner as may be prescribed of the nature of the change proposed to be effected; or, within twenty-one days of giving such notice:, Provided that no notice shall be required for effecting any such change -, where the change is effected in pursuance of any settlement or award;, where the workers likely to be affected by the change are persons to whom the Fundamental and Supplementary Rules, Civil Services (Classification, Control and Appeal) Rules, Civil Services (Temporary Service) Rules, Revised Leave Rules, Civil Services Regulations, Civilians in Defence Services (Classification, Control and Appeal) Rules or the Indian Railway Establishment Code or any other rules or regulations that may be notified in this behalf by the appropriate Government in the Official Gazette, apply;, in case of emergent situation which requires change of shift or shift working, otherwise than in accordance with standing orders, in consultation with Grievance Redressal Committee;, if such change is effected in accordance with the orders of the appropriate Government or in pursuance of any settlement or award."
40. Notice of change.,without giving to the workers likely to be affected by such change a notice in such manner as may be prescribed of the nature of the change proposed to be effected; or
40. Notice of change.,within twenty-one days of giving such notice:
40. Notice of change.,where the change is effected in pursuance of any settlement or award;
40. Notice of change.,"where the workers likely to be affected by the change are persons to whom the Fundamental and Supplementary Rules, Civil Services (Classification, Control and Appeal) Rules, Civil Services (Temporary Service) Rules, Revised Leave Rules, Civil Services Regulations, Civilians in Defence Services (Classification, Control and Appeal) Rules or the Indian Railway Establishment Code or any other rules or regulations that may be notified in this behalf by the appropriate Government in the Official Gazette, apply;"
40. Notice of change.,"in case of emergent situation which requires change of shift or shift working, otherwise than in accordance with standing orders, in consultation with Grievance Redressal Committee;"
40. Notice of change.,if such change is effected in accordance with the orders of the appropriate Government or in pursuance of any settlement or award.
41. Power of appropriate Government to exempt.,"- Where the appropriate Government is of the opinion that the application of the provisions of section 40 to any class of industrial establishments or to any class of worker employed in any industrial establishment affect the employers in relation thereto so prejudicially that such application may cause serious repercussion on the industry concerned and that public interest so requires, the appropriate Government may, by notification, direct that the provisions of the said section shall not apply or shall apply, subject to such conditions as may be specified in the notification, to that class of industrial establishments or to that class of workers employed in any industrial establishment."
42. Voluntary reference of disputes to arbitration.,"Where any industrial dispute exists or is apprehended and the employer and the workers agree to refer the dispute to arbitration, they may, by a written agreement, refer the dispute to arbitration, and the reference shall be to such person or persons as an arbitrator or arbitrators as may be specified in the arbitration agreement., Where an arbitration agreement provides for a reference of the dispute to an even number of arbitrators, the agreement shall provide for the appointment of another person as umpire who shall enter upon the reference, if the arbitrators are equally divided in their opinion, and the award of the umpire shall prevail and shall be deemed to be the arbitration award for the purposes of this Code., An arbitration agreement referred to in sub-section (1) shall be in such form and shall be signed by the parties thereto in such manner as may be prescribed., A copy of the arbitration agreement shall be forwarded to the appropriate Government and the conciliation officer., Where an industrial dispute has been referred to arbitration and the appropriate Government is satisfied that the persons making the reference represent the majority of each party, the appropriate Government may issue a notification in such manner as may be prescribed; and when any such notification is issued, the employers and workers who are not parties to the arbitration agreement but are concerned in the dispute, shall be given an opportunity of presenting their case before the arbitrator or arbitrators:, Provided that-, where such industrial dispute is the industrial dispute other than the termination of individual worker by way of discharge, dismissal, retrenchment or otherwise, the workers shall be represented before the arbitrator,-, where there is negotiating union or negotiating council, by the negotiating union or negotiating council, as the case may be; or, where there is no negotiating union or negotiating council, by the Trade Union; or, where there is no Trade Union, by such representatives of the workers chosen in such manner as may be prescribed;, where such industrial dispute relates to termination of individual worker by way of discharge, dismissal, retrenchment or otherwise, the concerned workers shall be represented in person or through a representative authorised by him., The arbitrator or arbitrators shall investigate the dispute and submit to the appropriate Government the arbitration award signed by the arbitrator or all the arbitrators, as the case may be., Where an industrial dispute has been referred to arbitration and a notification has been issued under sub-section (5), the appropriate Government may, by order, prohibit the continuance of any strike or lock-out in connection with such dispute which may be in existence on the date of the reference., Nothing in the Arbitration and Conciliation Act, 1996(26 of 1996), shall apply to arbitrations under this section."
42. Voluntary reference of disputes to arbitration.,"Where any industrial dispute exists or is apprehended and the employer and the workers agree to refer the dispute to arbitration, they may, by a written agreement, refer the dispute to arbitration, and the reference shall be to such person or persons as an arbitrator or arbitrators as may be specified in the arbitration agreement."
42. Voluntary reference of disputes to arbitration.,"Where an arbitration agreement provides for a reference of the dispute to an even number of arbitrators, the agreement shall provide for the appointment of another person as umpire who shall enter upon the reference, if the arbitrators are equally divided in their opinion, and the award of the umpire shall prevail and shall be deemed to be the arbitration award for the purposes of this Code."
42. Voluntary reference of disputes to arbitration.,An arbitration agreement referred to in sub-section (1) shall be in such form and shall be signed by the parties thereto in such manner as may be prescribed.
42. Voluntary reference of disputes to arbitration.,A copy of the arbitration agreement shall be forwarded to the appropriate Government and the conciliation officer.
42. Voluntary reference of disputes to arbitration.,"Where an industrial dispute has been referred to arbitration and the appropriate Government is satisfied that the persons making the reference represent the majority of each party, the appropriate Government may issue a notification in such manner as may be prescribed; and when any such notification is issued, the employers and workers who are not parties to the arbitration agreement but are concerned in the dispute, shall be given an opportunity of presenting their case before the arbitrator or arbitrators:, Provided that-, where such industrial dispute is the industrial dispute other than the termination of individual worker by way of discharge, dismissal, retrenchment or otherwise, the workers shall be represented before the arbitrator,-, where there is negotiating union or negotiating council, by the negotiating union or negotiating council, as the case may be; or, where there is no negotiating union or negotiating council, by the Trade Union; or, where there is no Trade Union, by such representatives of the workers chosen in such manner as may be prescribed;, where such industrial dispute relates to termination of individual worker by way of discharge, dismissal, retrenchment or otherwise, the concerned workers shall be represented in person or through a representative authorised by him."
